FILE_NAME,STATES,INPUTS,LSTAR_rndWords_MQ_SYM,LSTAR_rndWords_MQ_RST,LSTAR_rndWords_EQ_SYM,LSTAR_rndWords_EQ_RST,LSTAR_rndWords_TOTAL_SYM,LSTAR_rndWords_TOTAL_RST,LSTAR_rndWords_EQs,LSTAR_rndWalk_MQ_SYM,LSTAR_rndWalk_MQ_RST,LSTAR_rndWalk_EQ_SYM,LSTAR_rndWalk_EQ_RST,LSTAR_rndWalk_TOTAL_SYM,LSTAR_rndWalk_TOTAL_RST,LSTAR_rndWalk_EQs,LSTAR_wp_MQ_SYM,LSTAR_wp_MQ_RST,LSTAR_wp_EQ_SYM,LSTAR_wp_EQ_RST,LSTAR_wp_TOTAL_SYM,LSTAR_wp_TOTAL_RST,LSTAR_wp_EQs,LIP_wp_rndWalk_MQ_SYM,LIP_wp_rndWalk_MQ_RST,LIP_wp_rndWalk_EQ_SYM,LIP_wp_rndWalk_EQ_RST,LIP_wp_rndWalk_TOTAL_SYM,LIP_wp_rndWalk_TOTAL_RST,LIP_wp_rndWalk_EQs,LIP_wp_rndWalk_COMPONENTS,LIP_wp_rndWalk_ROUNDS,LIP_wp_rndWords_MQ_SYM,LIP_wp_rndWords_MQ_RST,LIP_wp_rndWords_EQ_SYM,LIP_wp_rndWords_EQ_RST,LIP_wp_rndWords_TOTAL_SYM,LIP_wp_rndWords_TOTAL_RST,LIP_wp_rndWords_EQs,LIP_wp_rndWords_COMPONENTS,LIP_wp_rndWords_ROUNDS,LIP_rndWalk_rndWalk_MQ_SYM,LIP_rndWalk_rndWalk_MQ_RST,LIP_rndWalk_rndWalk_EQ_SYM,LIP_rndWalk_rndWalk_EQ_RST,LIP_rndWalk_rndWalk_TOTAL_SYM,LIP_rndWalk_rndWalk_TOTAL_RST,LIP_rndWalk_rndWalk_EQs,LIP_rndWalk_rndWalk_COMPONENTS,LIP_rndWalk_rndWalk_ROUNDS,LIP_rndWords_rndWords_MQ_SYM,LIP_rndWords_rndWords_MQ_RST,LIP_rndWords_rndWords_EQ_SYM,LIP_rndWords_rndWords_EQ_RST,LIP_rndWords_rndWords_TOTAL_SYM,LIP_rndWords_rndWords_TOTAL_RST,LIP_rndWords_rndWords_EQs,LIP_rndWords_rndWords_COMPONENTS,LIP_rndWords_rndWords_ROUNDS,LIP_wp_wp_MQ_SYM,LIP_wp_wp_MQ_RST,LIP_wp_wp_EQ_SYM,LIP_wp_wp_EQ_RST,LIP_wp_wp_TOTAL_SYM,LIP_wp_wp_TOTAL_RST,LIP_wp_wp_EQs,LIP_wp_wp_COMPONENTS,LIP_wp_wp_ROUNDS,CACHE,
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_2.txt","4","4","196","68","300561","2103","300757","2171","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"152","36","454051","3139","454203","3175","8","2","3",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_3.txt","4","4","196","68","299569","2116","299765","2184","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"67","26","454181","3126","454248","3152","8","2","3",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_11.txt","4","4","196","68","299612","2106","299808","2174","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89","31","455197","3128","455286","3159","8","2","3",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_13.txt","4","4","196","68","301060","2113","301256","2181","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104","32","453868","3133","453972","3165","8","2","3",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_14.txt","4","4","196","68","302308","2116","302504","2184","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86","28","452032","3129","452118","3157","8","2","3",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_18.txt","4","4","196","68","300162","2116","300358","2184","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162","37","454707","3130","454869","3167","8","2","3",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_1.txt","6","5","480","155","304336","2843","304816","2998","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121","47","537511","4364","537632","4411","11","2","4",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_4.txt","6","5","480","155","308653","3161","309133","3316","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"171","56","533591","4600","533762","4656","11","2","4",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_6.txt","6","5","480","155","306440","3144","306920","3299","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"331","64","536000","4664","536331","4728","11","2","4",,,,,,,,,,"true",
"Benchmarks/BCS_SPL/Complete_FSM_files/products/2wise_19.txt","6","5","480","155","307509","3130","307989","3285","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"282","64","538008","4625","538290","4689","11","2","4",,,,,,,,,,"true",
